Fecha,, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
7/7/2021,, CORONEL FELIPE ARGENTO, ATROPELLO DE ANIMALES, LEVE, MIÉRCOLES, 11, PAYSANDU, PAYSANDU, 1, 399720, 6424755 
8/7/2021,, WILSON FERREIRA ALDUNATE, CAÍDA, LEVE, JUEVES, 19, TACUAREMBO, TACUAREMBO, 1, 595310, 6490270 
9/7/2021,, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 10, MONTEVIDEO, MONTEVIDEO, 1, 576860, 6138615 
14/7/2021,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, COLONIA, TARARIRAS, 1, 443710, 6208415 
5/5/2021,, DON BOSCO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 8, SORIANO, MERCEDES, 1, 403865, 6319705 
2/4/2021,, SIN DATOS, CAÍDA, LEVE, VIERNES, 14, CANELONES, SIN DATOS, 1, 591355, 6149840 
1/5/2021,, PANAM, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 15, CANELONES, VILLA AEROPARQUE, 1, 591790, 6149455 
28/8/2021,, AVENIDA JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 11, SALTO, SALTO, 1, 410260, 6527340 
30/6/2021,, MARIANO MORENO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 8, MONTEVIDEO, MONTEVIDEO, 1, 576880, 6139900 
4/8/2021,, SARANDI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 16, FLORIDA, FLORIDA, 1, 572290, 6227305 
20/8/2021,, AVENIDA DIECIOCHO DE JULIO, ATROPELLO DE PEATÓN, LEVE, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 575950, 6137830 
15/7/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 8, DURAZNO, SANTA BERNARDINA, 1, 545755, 6307550 
7/9/2021,, ROBERTO YOUNG, CAÍDA, LEVE, MARTES, 11, RIO NEGRO, FRAY BENTOS, 1, 378020, 6334325 
1/4/2021,, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 19, RIVERA, RIVERA, 1, 638290, 6580890 
12/5/2021,, CARLOS MARIA RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 18, FLORES, TRINIDAD, 1, 509340, 6291600 
9/6/2021,, CAMINO MALDONADO, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 16, MONTEVIDEO, MONTEVIDEO, 1, 581110, 6144910 
24/4/2021,, LAS ACACIAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 0, CANELONES, ESTACION ATLANTIDA, 1, 613375, 6154415 
24/7/2021,, LARRAVIDE, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 13, MONTEVIDEO, MONTEVIDEO, 1, 578045, 6141580 
13/8/2021,, SIN DATOS, DESPISTE, LEVE, VIERNES, 7, RIO NEGRO, SIN DATOS, 1, 400640, 6339030 
29/9/2021,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, MIÉRCOLES, 20, RIO NEGRO, SIN DATOS, 1, 427860, 6394150 
28/4/2021,, SIN DATOS, CAÍDA, SIN LESIONADOS, MIÉRCOLES, 21, FLORIDA, ALEJANDRO GALLINAL, 1, 634715, 6252185 
2/4/2021,, GENERAL ENRIQUE CASTRO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, VIERNES, 12, MONTEVIDEO, MONTEVIDEO, 1, 577300, 6144695 
4/8/2021,, DOCTOR JUAN PAULLIER, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 16, MONTEVIDEO, MONTEVIDEO, 1, 575965, 6137790 
19/8/2021,, AVENIDA GENERAL RIVERA, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, JUEVES, 20, MONTEVIDEO, MONTEVIDEO, 1, 587635, 6139825 
24/8/2021,, SIN DATOS, DESPISTE, LEVE, MARTES, 20, LAVALLEJA, SIN DATOS, 1, 707810, 6263005 
18/9/2021,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 0, CERRO LARGO, MELO, 1, 766510, 6415060 
20/6/2021,, HILARIO FAUSTINO CORREA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 21, TACUAREMBO, TACUAREMBO, 1, 596620, 6489010 
9/7/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, RIVERA, SIN DATOS, 1, 656160, 6547060 
8/8/2021,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, DOMINGO, 21, CANELONES, SIN DATOS, 1, 572345, 6176415 
2/4/2021,, HORACIO SANTOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 21, SAN JOSE, SAN JOSE DE MAYO, 1, 527700, 6200615 
8/5/2021,, DUNANT, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 17, MONTEVIDEO, MONTEVIDEO, 1, 578840, 6145915 
7/4/2021,, ANDRES LATORRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 20, MONTEVIDEO, MONTEVIDEO, 1, 579540, 6142360 
19/6/2021,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, ATROPELLO DE PEATÓN, LEVE, SÁBADO, 20, MONTEVIDEO, MONTEVIDEO, 1, 575820, 6141305 
20/6/2021,, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 11, MALDONADO, MALDONADO, 1, 686505, 6135120 
15/5/2021,, SIN DATOS, DESPISTE, LEVE, SÁBADO, 12, CANELONES, SANTA LUCIA, 1, 557520, 6183905 
16/6/2021,, MAXIMO TAJES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 7, CANELONES, CERRILLOS, 1, 558575, 6170230 
10/8/2021,, SIN DATOS, DESPISTE, GRAVE, MARTES, 15, CANELONES, AEROPUERTO INTERNACIONAL DE CARRASCO, 1, 590325, 6144755 
26/8/2021,, JUJUY, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 12, MONTEVIDEO, MONTEVIDEO, 1, 573450, 6139710 
28/8/2021,, PRESIDENTE BALDOMIR, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, SÁBADO, 18, ARTIGAS, ARTIGAS, 1, 551205, 6637035 
4/7/2021,, CRISTOBAL COLON, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 18, SORIANO, MERCEDES, 1, 403995, 6320670 
11/5/2021,, CAMINO EGUZQUIZA KM 9, CAÍDA, GRAVE, MARTES, 18, MALDONADO, SIN DATOS, 1, 692610, 6144175 
12/5/2021,, COLONIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 20, MONTEVIDEO, MONTEVIDEO, 1, 575000, 6137520 
23/4/2021,, RUTA 9 KM 107.500, DESPISTE, SIN LESIONADOS, VIERNES, 22, MALDONADO, SIN DATOS, 1, 663130, 6149905 
19/5/2021,, LAS GOLONDRINAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 9, CANELONES, BARROS BLANCOS, 1, 593865, 6155525 
27/7/2021,, JULIO CESAR GRAUERT, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 12, TACUAREMBO, PASO DE LOS TOROS, 1, 543965, 6369765 
18/9/2021,, RUTA 6 Y 43, DESPISTE, LEVE, SÁBADO, 5, DURAZNO, SIN DATOS, 1, 644225, 6339275 
23/4/2021,, DOCTOR CATALINA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 12, TACUAREMBO, TACUAREMBO, 1, 595825, 6491135 
18/8/2021,, GUTENBERG, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, MONTEVIDEO, MONTEVIDEO, 1, 569195, 6149145 
22/7/2021,, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 18, RIVERA, SIN DATOS, 1, 639075, 6581555 
4/5/2021,, MASSINI, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 15, CANELONES, SIN DATOS, 1, 570990, 6156380 
14/6/2021,, RUTA NACIONAL UNO, ATROPELLO DE ANIMALES, SIN LESIONADOS, LUNES, 16, MONTEVIDEO, SIN DATOS, 1, 560000, 6146765 
11/7/2021,, GENERAL GARIBALDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 15, SORIANO, MERCEDES, 1, 404650, 6319525 
19/7/2021,, AVENIDA SARANDI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 10, SALTO, SALTO, 1, 407955, 6526175 
24/8/2021,, AVENIDA OCHO DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 19, MONTEVIDEO, MONTEVIDEO, 1, 578055, 6140140 
20/5/2021,, VEINTICINCO DE MAYO, ATROPELLO DE PEATÓN, GRAVE, JUEVES, 10, TACUAREMBO, TACUAREMBO, 1, 596290, 6490710 
15/6/2021,, PAYSANDU, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 19, RIVERA, RIVERA, 1, 638070, 6581875 
7/8/2021,, AVENIDA GENERAL EUGENIO GARZON, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, MONTEVIDEO, MONTEVIDEO, 1, 571265, 6147505 
23/8/2021,, MIGUEL MORTALENA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 14, COLONIA, CARMELO, 1, 381670, 6237440 
6/6/2021,, DURAZNO, CAÍDA, LEVE, DOMINGO, 1, SAN JOSE, SAN JOSE DE MAYO, 1, 527860, 6200370 
19/4/2021,, VIZCONDE DE MAUA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 11, PAYSANDU, PAYSANDU, 1, 398685, 6425730 
21/9/2021,, ITUZAINGO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 15, TREINTA Y TRES, TREINTA Y TRES, 1, 744140, 6319075 
23/7/2021,, GENERAL MARTIN RODRIGUEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, MONTEVIDEO, MONTEVIDEO, 1, 575105, 6142625 
27/8/2021,, RUTA 39. KM 7400, DESPISTE, LEVE, VIERNES, 13, MALDONADO, SIN DATOS, 1, 687345, 6138455 
12/5/2021,, AVENIDA DOCTORA SALDUN DE RODRIGUEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 10, MONTEVIDEO, MONTEVIDEO, 1, 584035, 6139905 
10/7/2021,, CUATRO DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 17, MALDONADO, SAN CARLOS, 1, 689245, 6147810 
6/8/2021,, BOULEVARD ESPAÑA, CAÍDA, LEVE, VIERNES, 10, MONTEVIDEO, MONTEVIDEO, 1, 575870, 6136755 
26/5/2021,, AVENIDA GRITO DE ASENCIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 12, SORIANO, MERCEDES, 1, 403535, 6321000 
14/6/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 11, CANELONES, SIN DATOS, 1, 586685, 6162990 
26/6/2021,, DE LAS ROSAS, DESPISTE, LEVE, SÁBADO, 7, MALDONADO, SAN RAFAEL - EL PLACER, 1, 691345, 6132360 
10/4/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 15, SAN JOSE, DELTA DEL TIGRE Y VILLAS, 1, 553780, 6153170 
13/7/2021,, MI - AVENIDA JOSE PEDRO DURANDEAU - PARQUE RIVERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, MONTEVIDEO, MONTEVIDEO, 1, 582990, 6139545 
24/7/2021,, CAMINO GENERAL OSVALDO RODRIGUEZ, CAÍDA, GRAVE, SÁBADO, 0, MONTEVIDEO, MONTEVIDEO, 1, 576330, 6149900 
23/9/2021,, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 7, MONTEVIDEO, MONTEVIDEO, 1, 573540, 6140890 
24/5/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 15, CERRO LARGO, SIN DATOS, 1, 763450, 6415515 
9/6/2021,, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 16, MONTEVIDEO, MONTEVIDEO, 1, 581305, 6139145 
22/4/2021,, RAMBLA PRESIDENTE WILSON, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 13, MONTEVIDEO, MONTEVIDEO, 1, 575810, 6135240 
9/8/2021,, DIVINA COMEDIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 8, MONTEVIDEO, MONTEVIDEO, 1, 585665, 6139735 
22/5/2021,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, CAÍDA, LEVE, SÁBADO, 11, MONTEVIDEO, MONTEVIDEO, 1, 575625, 6141465 
27/6/2021,, JOSE ELLAURI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 12, LAVALLEJA, MINAS, 1, 661755, 6195590 
19/9/2021,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, DOMINGO, 20, CANELONES, SIN DATOS, 1, 612830, 6162590 
13/7/2021,, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 15, MONTEVIDEO, MONTEVIDEO, 1, 580410, 6139105 
31/5/2021,, RUTA 27, ATROPELLO DE ANIMALES, SIN LESIONADOS, LUNES, 7, RIVERA, SIN DATOS, 1, 675600, 6515525 
5/6/2021,, CALLE F, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 14, CANELONES, PARQUE DEL PLATA, 1, 616025, 6152190 
18/5/2021,, DOCTOR ENRIQUE POUEY, ATROPELLO DE PEATÓN, LEVE, MARTES, 11, MONTEVIDEO, MONTEVIDEO, 1, 576635, 6137755 
17/9/2021,, BRASIL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 15, SALTO, SALTO, 1, 410080, 6526970 
21/9/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, SORIANO, SIN DATOS, 1, 399715, 6289175 
17/6/2021,, AVENIDA DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 19, MONTEVIDEO, MONTEVIDEO, 1, 572875, 6141765 
23/4/2021,, DOCTOR POUEY, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 15, CANELONES, SIN DATOS, 1, 571075, 6157550 
9/6/2021,, AVENIDA JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 18, CANELONES, PANDO, 1, 595340, 6157625 
9/9/2021,, VILARDEBO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 20, MONTEVIDEO, MONTEVIDEO, 1, 574015, 6140310 
16/8/2021,, RAFAELA PLA, ATROPELLO DE ANIMALES, LEVE, LUNES, 18, MALDONADO, MALDONADO, 1, 688380, 6137760 
5/6/2021,, DOCTOR A. ESPINOLA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, SAN JOSE, SAN JOSE DE MAYO, 1, 526190, 6199465 
3/5/2021,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, LUNES, 22, RIVERA, SIN DATOS, 1, 735330, 6510015 
10/5/2021,, JUAN MANUEL BLANES, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 13, RIO NEGRO, FRAY BENTOS, 1, 378710, 6334630 
15/7/2021,, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 12, CERRO LARGO, MELO, 1, 766310, 6415085 
2/8/2021,, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 12, MONTEVIDEO, MONTEVIDEO, 1, 576095, 6140725 
11/6/2021,, AVENIDA MANUEL ORIBE, CAÍDA, LEVE, VIERNES, 11, SALTO, SALTO, 1, 413670, 6527065 
14/5/2021,, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 16, RIVERA, RIVERA, 1, 639155, 6580340 
6/8/2021,, AVENIDA JOSE BELLONI, ATROPELLO DE PEATÓN, LEVE, VIERNES, 11, MONTEVIDEO, MONTEVIDEO, 1, 578540, 6145785 
27/8/2021,, MIGUEL MORTALENA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 16, COLONIA, CARMELO, 1, 381555, 6236855 
26/4/2021,, JOSE ENRIQUE RODO, CAÍDA, LEVE, LUNES, 19, COLONIA, ROSARIO, 1, 467760, 6202160 
11/5/2021,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 16, MONTEVIDEO, MONTEVIDEO, 1, 573600, 6144140 
23/5/2021,, JUAN MANUEL BLANES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 14, SALTO, SALTO, 1, 409635, 6527020 
11/5/2021,, PARK WAY, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, PAYSANDU, NUEVO PAYSANDU, 1, 397510, 6426870 
21/7/2021,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 22, COLONIA, CARMELO, 1, 381455, 6237380 
6/8/2021,, AVENIDA 1 DE AGOSTO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 16, ROCHA, ROCHA, 1, 744285, 6182395 
24/8/2021,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 13, MONTEVIDEO, MONTEVIDEO, 1, 575530, 6142220 
18/4/2021,, AVENIDA JOSE BELLONI, ATROPELLO DE PEATÓN, LEVE, DOMINGO, 12, MONTEVIDEO, MONTEVIDEO, 1, 578960, 6151200 
16/5/2021,, AVENIDA GONZALO RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 18, MONTEVIDEO, MONTEVIDEO, 1, 575090, 6136385 
29/7/2021,, CIRCUNVALACION NORTE Y CENTRAL, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 17, MALDONADO, MALDONADO, 1, 686645, 6137320 
9/4/2021,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 21, ROCHA, ROCHA, 1, 744955, 6181175 
4/4/2021,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 20, COLONIA, CARMELO, 1, 381900, 6238125 
19/5/2021,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 16, MONTEVIDEO, MONTEVIDEO, 1, 576410, 6141380 
22/9/2021,, VIA_PUBLICA, CAÍDA, LEVE, MIÉRCOLES, 17, DURAZNO, DURAZNO, 1, 546275, 6304755 
25/5/2021,, A 5 KM DE RUTA 3 POR CAMINO VECINAL, CAÍDA, SIN LESIONADOS, MARTES, 6, SAN JOSE, SIN DATOS, 1, 522410, 6177305 
29/5/2021,, VIA_PUBLICA, DESPISTE, SIN LESIONADOS, SÁBADO, 18, ROCHA, ROCHA, 1, 744465, 6181405 
9/8/2021,, AVENIDA GENERAL RIVERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 16, MONTEVIDEO, MONTEVIDEO, 1, 577585, 6137380 
17/8/2021,, RUTA 5, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 8, MONTEVIDEO, MONTEVIDEO, 1, 568065, 6141970 
8/9/2021,, NUEVA PALMIRA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, MONTEVIDEO, MONTEVIDEO, 1, 575655, 6139005 
12/6/2021,, GOBERNADOR VIANA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 19, MONTEVIDEO, MONTEVIDEO, 1, 578550, 6140270 
15/7/2021,, DOCTOR NICOLAS CORBO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 13, ROCHA, LASCANO, 1, 758675, 6270220 
2/6/2021,, MAYAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 16, MALDONADO, SIN DATOS, 1, 687625, 6140040 
28/6/2021,, ACCESOS KM 2, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 11, MONTEVIDEO, MONTEVIDEO, 1, 572535, 6140755 
15/7/2021,, AVENIDA GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 12, MONTEVIDEO, MONTEVIDEO, 1, 575780, 6141540 
3/9/2021,, AVENIDA GENERAL SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 574140, 6139085 
8/9/2021,, PARAJE PENSE, CAÍDA, LEVE, MIÉRCOLES, 15, SORIANO, SIN DATOS, 1, 405385, 6318595 
14/5/2021,, MONTEVIDEO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 16, RIO NEGRO, YOUNG, 1, 440050, 6382445 
14/5/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 19, FLORIDA, SIN DATOS, 1, 597180, 6220835 
8/6/2021,, MAESTRA MARIA E. CASTRILLON, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 12, TACUAREMBO, TACUAREMBO, 1, 597125, 6491605 
21/8/2021,, BOULEVARD GENERAL JOSE G. ARTIGAS Y CARLOS ANAYA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 18, MALDONADO, MALDONADO, 1, 687320, 6136425 
20/5/2021,, CALLE 3, ATROPELLO DE ANIMALES, LEVE, JUEVES, 20, CANELONES, JOAQUIN SUAREZ, 1, 587895, 6155635 
31/5/2021,, CARLOS LARRIERA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 11, SAN JOSE, SAN JOSE DE MAYO, 1, 527230, 6199585 
15/9/2021,, BLANDENGUES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 8, CANELONES, SIN DATOS, 1, 571970, 6157820 
5/6/2021,, RUTA CINCO VIEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 18, CANELONES, SIN DATOS, 1, 571800, 6160740 
6/6/2021,, INVERNIZZI, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 17, SALTO, SALTO, 1, 408815, 6527450 
9/8/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, CANELONES, BARROS BLANCOS, 1, 591435, 6153980 
18/8/2021,, C. CATALOGNE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, TACUAREMBO, TACUAREMBO, 1, 596230, 6490220 
3/4/2021,, BOULEVARD GENERAL ARTIGAS, ATROPELLO DE PEATÓN, LEVE, SÁBADO, 13, MONTEVIDEO, MONTEVIDEO, 1, 574205, 6140945 
24/5/2021,, AVENIDA LEZICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 21, MONTEVIDEO, MONTEVIDEO, 1, 570665, 6148455 
26/5/2021,, ZELMAR MICHELINI, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, PAYSANDU, PAYSANDU, 1, 396945, 6424505 
15/7/2021,, ANGEL GAROFALI, DESPISTE, SIN LESIONADOS, JUEVES, 19, CANELONES, TALA, 1, 613220, 6198680 
26/5/2021,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 7, MALDONADO, CERRO PELADO, 1, 685240, 6137820 
13/4/2021,, ITALIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 17, COLONIA, CARMELO, 1, 381410, 6238295 
22/4/2021,, AVENIDA DEL PORTERO Y CALLE JJ, CAÍDA, LEVE, JUEVES, 15, MALDONADO, LA CAPUERA, 1, 671080, 6141785 
9/7/2021,, EL REMANSO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 21, MALDONADO, PUNTA DEL ESTE, 1, 687725, 6129365 
18/7/2021,, AUGUSTO HOFFMAN, DESPISTE, SIN LESIONADOS, DOMINGO, 20, RIO NEGRO, BARRIO ANGLO, 1, 375970, 6334790 
24/6/2021,, DOCTOR JUAN PAULLIER, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 12, MONTEVIDEO, MONTEVIDEO, 1, 575845, 6138170 
21/4/2021,, DIECIOCHO DE JULIO, CAÍDA, LEVE, MIÉRCOLES, 12, RIO NEGRO, FRAY BENTOS, 1, 378235, 6334415 
23/6/2021,, JUAN JACOBO ROUSSEAU, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 23, MONTEVIDEO, MONTEVIDEO, 1, 578340, 6140585 
18/8/2021,, RUTA 5 Y MELCHORA CUENCA, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 9, RIVERA, SIN DATOS, 1, 638980, 6577325 
30/4/2021,, AVENIDA DE LAS INSTRUCCIONES, ATROPELLO DE PEATÓN, LEVE, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 576045, 6147400 
11/7/2021,, AVENIDA DOCTOR JAVIER BARRIOS AMORIN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 15, LAVALLEJA, MINAS, 1, 664715, 6195635 
15/4/2021,, GALVANI, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 18, MONTEVIDEO, MONTEVIDEO, 1, 577635, 6144465 
6/6/2021,, JOSE ELLAURI, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 23, MONTEVIDEO, MONTEVIDEO, 1, 577250, 6135945 
4/7/2021,, ENTRADA AL AUTÒDROMO MUNICIPAL, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 16, RIVERA, SIN DATOS, 1, 631845, 6585050 
1/8/2021,, JOAQUIN PEDREIRA, DESPISTE, SIN LESIONADOS, DOMINGO, 4, CERRO LARGO, MELO, 1, 765140, 6415160 
25/5/2021,, PRESIDENTE FELICIANO ALBERTO VIERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 14, RIVERA, RIVERA, 1, 639145, 6579730 
11/6/2021,, RUTA 80 KM 78.500, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 18, CANELONES, SIN DATOS, 1, 612950, 6196605 
17/4/2021,, JOAQUIN SUAREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 23, SALTO, SALTO, 1, 408075, 6527835 
