Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
13/6/2020, AVENIDA LUIS BATLLE BERRES Nro. KM 506, ATROPELLO DE PEATÓN, FATAL, SÁBADO, 16, SALTO, SIN DATOS, 1, 411255, 6533630 
15/6/2020, RAMBLA REPUBLICA DEL PERU ESQ. MARCO BRUTO, ATROPELLO DE PEATÓN, FATAL, LUNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 578850, 6136590 
1/7/2020, AVENIDA OCHO DE OCTUBRE ESQ. VICENZA, COLISIÓN ENTRE VEHÍCULOS, FATAL, MIÉRCOLES, 15, MONTEVIDEO, MONTEVIDEO, 1, 579265, 6142495 
11/7/2020, Perimetral Juan Manuel Blanes frente a Perrera Municipal, COLISIÓN ENTRE VEHÍCULOS, FATAL, SÁBADO, 17, SORIANO, CHACRAS DE DOLORES, 1, 384860, 6290065 
12/7/2020, RUTA 25 km. 8.000, COLISIÓN ENTRE VEHÍCULOS, FATAL, DOMINGO, 6, RIO NEGRO, SIN DATOS, 1, 421050, 6376145 
17/9/2020, RUTA 15 KM 26.500, COLISIÓN ENTRE VEHÍCULOS, FATAL, JUEVES, 19, ROCHA, SIN DATOS, 1, 747540, 6178990 
20/9/2020, BOULEVARD APARICIO SARAVIA esq. JORGE ISAACS, ATROPELLO DE PEATÓN, FATAL, DOMINGO, 2, MONTEVIDEO, MONTEVIDEO, 1, 577870, 6145100 
22/9/2020, RUTA 18 km. 318.000, DESPISTE, FATAL, MARTES, 7, TREINTA Y TRES, SIN DATOS, 1, 765965, 6338730 
4/10/2020, RUTA 45 KM 74.500, DESPISTE, FATAL, DOMINGO, 7, SAN JOSE, SIN DATOS, 1, 541245, 6185690 
9/10/2020, APARICIO SARAVIA esq. FRANCISCO ROMERO, COLISIÓN ENTRE VEHÍCULOS, FATAL, VIERNES, 2, RIVERA, RIVERA, 1, 636735, 6581480 
