"DPTO","LOC","SECC","SEGM","Total"
"03","221","04","231",1556
"03","221","04","234",1963
"03","221","04","235",2020
"03","221","04","238",1431
"03","221","04","240",1896
"03","221","04","241",1314
"03","221","04","338",1268
"03","320","01","004",1227
"03","320","01","005",1038
"03","320","01","006",1238
"03","320","01","007",1115
"03","320","01","008",965
"03","320","01","009",838
"03","320","01","010",1063
"03","320","01","011",1014
"03","320","01","012",1082
"03","320","01","013",1392
"03","320","01","101",130
"03","320","01","102",1027
"03","320","01","103",886
"03","320","01","114",1215
"03","320","01","201",1491
"03","320","01","202",80
"03","320","01","203",1518
"03","320","01","214",1974
"03","320","01","301",298
"03","320","01","302",274
"03","321","05","001",1641
"03","321","05","002",1377
"03","321","05","003",1267
"03","321","05","004",1158
"03","321","05","005",1299
"03","321","05","006",2018
"03","321","05","007",1991
"03","321","05","008",1203
"03","321","05","009",1115
"03","321","05","010",1527
"03","321","05","011",1551
"03","321","05","112",1939
"03","321","05","212",2438
"03","322","27","001",317
"03","322","27","002",688
"03","322","27","003",626
"03","322","27","004",681
"03","322","27","005",845
"03","322","27","006",915
"03","322","27","007",738
"03","322","27","008",460
"03","322","27","009",470
"03","322","27","010",602
"03","322","27","013",2323
"03","322","27","014",1236
"03","322","27","111",2071
"03","322","27","112",1711
"03","322","27","115",1704
"03","322","27","211",1631
"03","322","27","212",1440
"03","322","27","215",2798
"03","322","27","311",1360
"03","322","27","312",2072
"03","322","27","411",1259
"03","323","02","001",475
"03","323","02","002",929
"03","323","02","003",589
"03","323","02","004",1106
"03","323","02","005",749
"03","323","02","006",1023
"03","323","02","007",765
"03","323","02","008",1213
"03","323","02","009",858
"03","323","02","011",842
"03","323","02","012",1026
"03","323","02","013",727
"03","323","02","014",914
"03","323","02","015",1072
"03","323","02","016",1612
"03","323","02","110",877
"03","323","02","117",91
"03","323","02","118",729
"03","323","02","119",174
"03","323","02","210",630
"03","323","02","217",210
"03","323","02","218",79
"03","323","02","219",52
"03","324","08","247",132
"03","325","37","874",32
"03","326","37","275",68
"03","327","37","575",7
"03","329","03","208",54
"03","421","04","048",1174
"03","421","04","049",849
"03","421","04","142",1437
"03","421","04","143",590
"03","421","04","144",1135
"03","421","04","145",817
"03","421","04","146",393
"03","421","04","147",675
"03","421","04","242",968
"03","421","04","243",1055
"03","421","04","244",1144
"03","421","04","245",1482
"03","421","04","246",837
"03","421","04","247",571
"03","421","04","342",1356
"03","421","04","344",1761
"03","422","11","001",705
"03","422","11","002",565
"03","422","11","003",669
"03","422","11","004",1182
"03","422","11","005",635
"03","422","11","006",635
"03","422","11","007",926
"03","422","11","008",722
"03","422","11","109",568
"03","422","11","209",526
"03","521","16","107",1907
"03","521","16","108",2520
"03","521","16","109",1431
"03","521","16","207",2177
"03","521","16","208",1741
"03","521","16","209",756
"03","521","16","308",2101
"03","521","16","321",217
"03","521","16","322",84
"03","521","37","117",1200
"03","521","37","118",1000
"03","521","37","119",966
"03","521","37","120",1104
"03","521","37","217",1146
"03","521","37","218",1413
"03","521","37","219",675
"03","521","37","220",1811
"03","521","37","317",1587
"03","521","37","318",804
"03","521","37","319",2495
"03","521","37","320",1006
"03","521","37","417",1257
"03","521","37","419",1001
"03","521","37","474",349
"03","521","37","517",902
"03","523","37","031",1672
"03","523","37","132",1438
"03","523","37","133",1393
"03","523","37","232",2684
"03","523","37","233",2437
"03","524","16","001",1542
"03","524","16","002",900
"03","524","16","103",1051
"03","524","16","104",801
"03","524","16","203",1119
"03","524","16","204",751
"03","524","16","221",290
"03","524","16","222",116
"03","525","37","126",4873
"03","525","37","127",2616
"03","525","37","226",2944
"03","525","37","227",1989
"03","525","37","326",742
"03","525","37","426",1095
"03","525","37","526",1649
"03","526","13","001",312
"03","526","13","002",449
"03","526","13","003",397
"03","526","13","004",350
"03","526","13","005",416
"03","526","13","106",603
"03","526","13","206",248
"03","526","13","306",952
"03","527","06","001",967
"03","527","06","002",737
"03","527","06","003",591
"03","527","06","004",530
"03","527","06","005",662
"03","527","06","006",1181
"03","527","06","007",1213
"03","527","06","219",159
"03","527","06","324",92
"03","528","10","001",805
"03","528","10","002",689
"03","528","10","003",532
"03","528","10","004",765
"03","528","10","105",356
"03","528","10","106",536
"03","528","10","205",740
"03","528","10","206",666
"03","529","06","010",1888
"03","529","06","011",674
"03","529","06","012",373
"03","529","06","013",1988
"03","529","06","014",1509
"03","529","06","015",1459
"03","529","06","016",1799
"03","529","06","225",123
"03","530","16","010",616
"03","530","16","011",1092
"03","530","16","012",441
"03","530","16","113",1262
"03","530","16","114",1174
"03","530","16","115",895
"03","530","16","213",905
"03","530","16","214",1421
"03","530","16","215",818
"03","530","16","219",136
"03","530","16","319",535
"03","621","17","051",568
"03","621","17","052",616
"03","621","17","053",243
"03","621","17","054",186
"03","621","17","055",205
"03","621","17","056",164
"03","621","17","057",534
"03","621","17","059",491
"03","621","17","060",969
"03","621","17","061",845
"03","621","17","158",266
"03","621","17","258",475
"03","622","17","023",573
"03","622","17","024",1701
"03","624","03","001",1207
"03","624","03","002",1148
"03","624","03","207",27
"03","624","03","209",126
"03","625","27","021",943
"03","625","27","087",1287
"03","625","27","122",1083
"03","625","27","222",886
"03","626","09","002",532
"03","626","09","003",692
"03","626","09","101",491
"03","626","09","201",394
"03","627","17","100",544
"03","627","17","101",214
"03","627","17","166",488
"03","627","17","167",333
"03","627","17","168",326
"03","627","17","169",355
"03","627","17","170",484
"03","627","17","171",279
"03","627","17","200",581
"03","627","17","201",307
"03","627","17","266",610
"03","627","17","267",367
"03","627","17","268",249
"03","627","17","269",378
"03","627","17","270",440
"03","627","17","271",320
"03","627","17","300",487
"03","627","17","366",342
"03","627","17","370",583
"03","627","17","371",209
"03","628","12","001",598
"03","628","12","002",483
"03","628","12","103",286
"03","628","12","203",416
"03","628","12","207",190
"03","629","14","001",679
"03","629","14","002",417
"03","629","14","003",1009
"03","629","14","104",1046
"03","629","14","204",774
"03","629","14","209",585
"03","630","08","001",295
"03","630","08","002",556
"03","630","08","003",429
"03","630","08","004",463
"03","630","08","005",54
"03","631","16","006",1033
"03","631","16","105",609
"03","631","16","123",1338
"03","631","16","205",962
"03","631","16","223",455
"03","632","09","105",572
"03","632","09","205",505
"03","632","09","210",54
"03","632","09","305",480
"03","632","09","405",149
"03","633","37","135",1994
"03","633","37","136",1323
"03","633","37","235",1677
"03","633","37","236",1178
"03","633","37","336",1116
"03","634","16","016",743
"03","634","16","017",230
"03","634","16","018",540
"03","721","03","003",494
"03","721","03","004",550
"03","721","03","211",3
"03","722","37","125",1701
"03","722","37","225",1247
"03","722","37","325",1128
"03","722","37","425",1334
"03","723","01","017",1305
"03","724","08","008",141
"03","724","08","009",126
"03","724","08","010",63
"03","724","08","011",134
"03","724","08","012",199
"03","724","08","014",363
"03","724","08","054",294
"03","724","08","113",24
"03","724","08","213",251
"03","725","08","007",1313
"03","726","17","065",629
"03","726","17","162",311
"03","726","17","163",314
"03","726","17","164",906
"03","726","17","262",319
"03","726","17","263",220
"03","726","17","264",447
"03","727","37","128",716
"03","727","37","129",1383
"03","727","37","228",1255
"03","727","37","229",1243
"03","727","37","329",1201
"03","727","37","429",1429
"03","727","37","529",1401
"03","729","17","146",990
"03","729","17","147",1129
"03","729","17","182",2018
"03","729","17","246",678
"03","729","17","247",662
"03","729","17","282",2150
"03","729","17","346",549
"03","729","17","347",450
"03","730","15","001",311
"03","730","15","002",446
"03","730","15","003",343
"03","730","15","207",376
"03","730","15","407",13
"03","731","37","030",90
"03","732","37","140",937
"03","732","37","141",1156
"03","732","37","190",1741
"03","732","37","191",1289
"03","732","37","240",934
"03","732","37","241",949
"03","732","37","290",1197
"03","732","37","291",1822
"03","732","37","340",1227
"03","732","37","341",1100
"03","732","37","390",1273
"03","732","37","391",2404
"03","732","37","440",1264
"03","732","37","441",1023
"03","732","37","974",257
"03","733","37","188",1146
"03","733","37","288",1612
"03","733","37","388",1549
"03","823","12","004",520
"03","825","05","013",826
"03","826","08","015",245
"03","826","08","116",233
"03","826","08","117",196
"03","826","08","216",139
"03","826","08","217",152
"03","827","05","015",550
"03","828","37","143",1360
"03","828","37","186",1029
"03","828","37","192",2391
"03","828","37","193",580
"03","828","37","243",1214
"03","828","37","274",606
"03","828","37","286",679
"03","828","37","292",2085
"03","828","37","293",343
"03","828","37","343",1803
"03","828","37","386",876
"03","828","37","392",599
"03","828","37","393",735
"03","828","37","443",3457
"03","828","37","486",1552
"03","828","37","493",792
"03","828","37","593",990
"03","829","09","006",144
"03","830","17","145",449
"03","830","17","245",605
"03","830","17","345",507
"03","830","17","445",867
"03","830","17","545",493
"03","830","17","645",213
"03","830","17","745",541
"03","830","17","845",1049
"03","831","37","137",2514
"03","831","37","138",1202
"03","831","37","237",1436
"03","831","37","238",1662
"03","831","37","338",1252
"03","832","27","089",662
"03","833","01","016",304
"03","833","01","225",105
"03","834","08","120",214
"03","834","08","121",160
"03","834","08","122",134
"03","834","08","123",506
"03","834","08","220",230
"03","834","08","221",252
"03","834","08","222",74
"03","834","08","223",308
"03","835","37","134",1717
"03","835","37","234",1478
"03","836","06","108",248
"03","836","06","208",498
"03","837","04","051",1344
"03","838","05","014",542
"03","839","06","009",1419
"03","840","14","005",213
"03","880","06","323",242
"03","881","06","423",235
"03","882","02","223",147
"03","900","01","019",369
"03","900","01","020",602
"03","900","01","021",665
"03","900","01","022",821
"03","900","01","023",1879
"03","900","01","024",416
"03","900","01","125",1110
"03","900","02","020",180
"03","900","02","021",382
"03","900","02","022",431
"03","900","02","123",497
"03","900","03","005",580
"03","900","03","006",453
"03","900","03","010",232
"03","900","03","107",989
"03","900","03","108",1195
"03","900","03","109",652
"03","900","03","111",477
"03","900","04","052",302
"03","900","04","053",680
"03","900","04","054",218
"03","900","04","055",567
"03","900","04","056",1366
"03","900","04","058",860
"03","900","04","159",460
"03","900","04","257",1095
"03","900","04","259",495
"03","900","04","357",767
"03","900","04","457",441
"03","900","05","116",485
"03","900","05","216",695
"03","900","06","018",553
"03","900","06","020",608
"03","900","06","021",463
"03","900","06","026",776
"03","900","06","119",635
"03","900","06","122",148
"03","900","06","123",775
"03","900","06","124",1106
"03","900","06","125",90
"03","900","06","223",523
"03","900","08","046",503
"03","900","08","048",227
"03","900","08","049",104
"03","900","08","050",146
"03","900","08","051",181
"03","900","08","052",207
"03","900","08","053",168
"03","900","08","147",137
"03","900","09","007",355
"03","900","09","008",328
"03","900","09","009",209
"03","900","09","011",301
"03","900","09","110",212
"03","900","10","008",499
"03","900","10","009",451
"03","900","10","010",866
"03","900","10","011",146
"03","900","10","012",523
"03","900","10","013",849
"03","900","10","014",561
"03","900","11","010",206
"03","900","11","011",96
"03","900","11","012",244
"03","900","11","013",322
"03","900","11","014",86
"03","900","12","005",224
"03","900","12","006",186
"03","900","12","008",297
"03","900","12","009",397
"03","900","12","107",259
"03","900","13","007",675
"03","900","13","008",402
"03","900","13","009",437
"03","900","13","010",574
"03","900","14","006",711
"03","900","14","007",336
"03","900","14","008",640
"03","900","14","109",519
"03","900","15","005",546
"03","900","15","006",451
"03","900","15","104",412
"03","900","15","307",401
"03","900","16","020",192
"03","900","16","119",308
"03","900","16","121",654
"03","900","16","122",250
"03","900","17","077",359
"03","900","17","094",257
"03","900","17","175",932
"03","900","17","176",742
"03","900","27","079",784
"03","900","27","080",174
"03","900","27","081",1017
"03","900","27","178",264
"03","900","37","173",41
"03","900","37","374",813
"03","910","17","099",1104
"03","911","27","095",456
"03","912","27","096",770
"03","913","27","097",756
"03","914","01","027",333
"03","921","08","026",152
"03","922","08","042",68
"03","925","08","118",200
"03","925","08","218",84
"03","925","08","318",132
"03","926","08","032",57
"03","927","10","007",139
"03","928","03","012",299
"03","929","08","055",119
"03","934","06","028",77
"03","934","06","222",67
"03","934","27","028",135
"03","935","08","136",94
"03","935","08","137",125
"03","935","08","236",87
"03","935","08","237",221
"03","939","37","039",988
"03","942","27","278",140
"03","943","17","049",296
"03","944","04","060",145
"03","945","01","015",183
"03","946","08","043",26
"03","946","08","044",132
"03","946","08","045",300
"03","948","05","017",492
"03","949","17","102",396
"03","953","37","142",880
"03","953","37","183",775
"03","953","37","184",2832
"03","953","37","242",952
"03","953","37","283",1158
"03","953","37","284",1482
"03","953","37","342",937
"03","953","37","383",1261
"03","953","37","384",1771
"03","953","37","442",944
"03","953","37","483",1200
"03","953","37","484",2063
"03","953","37","542",1124
"03","953","37","583",1002
"03","953","37","642",743
"03","956","08","024",153
"03","957","17","148",259
"03","957","17","248",246
"03","957","17","348",273
"03","957","17","448",1013
"03","957","17","548",643
"03","957","17","648",136
"03","957","17","748",973
"03","959","17","144",337
"03","959","17","244",1057
"03","959","17","276",571
"03","959","17","344",1009
"03","959","17","444",633
"03","959","17","544",636
"03","959","17","644",531
"03","962","15","204",142
"03","966","01","018",98
"03","968","17","016",332
"03","969","08","006",91
"03","970","08","038",92
"03","970","08","039",100
"03","974","08","040",143
"03","974","08","041",130
"03","975","08","027",59
"03","975","08","028",40
"03","975","08","029",45
"03","975","08","030",89
"03","975","08","031",53
"03","978","06","017",622
"03","979","01","028",147
"03","980","17","150",203
"03","980","17","250",224
"03","980","17","350",195
"03","984","06","027",361
"03","984","06","224",146
"03","985","08","125",117
"03","985","08","225",87
"03","986","08","119",23
"03","986","08","219",40
"03","986","08","319",23
"03","987","37","185",1317
"03","987","37","285",1496
"03","988","01","026",178
"03","989","37","098",615
"03","990","04","557",137
"03","991","17","275",44
"03","992","37","273",56
"03","993","37","774",806
"03","994","37","574",80
"03","995","37","175",184
"03","996","37","375",57
"03","997","37","674",168
"04","220","01","001",513
"04","220","01","002",1403
"04","220","01","003",647
"04","220","01","004",1327
"04","220","01","005",980
"04","220","01","006",1021
"04","220","01","007",125
"04","220","01","008",921
"04","220","01","009",1180
"04","220","01","010",1466
"04","220","01","011",1025
"04","220","01","012",730
"04","220","01","013",672
"04","220","01","014",683
"04","220","01","016",632
"04","220","01","017",845
"04","220","01","018",1176
"04","220","01","019",1171
"04","220","01","020",1220
"04","220","01","021",862
"04","220","01","022",775
"04","220","01","023",1270
"04","220","01","024",588
"04","220","01","025",1568
"04","220","01","026",529
"04","220","01","027",887
"04","220","01","028",763
"04","220","01","033",2077
"04","220","01","035",1212
"04","220","01","115",764
"04","220","01","129",2739
"04","220","01","130",1913
"04","220","01","131",1447
"04","220","01","132",1840
"04","220","01","134",1463
"04","220","01","215",808
"04","220","01","229",1686
"04","220","01","230",2138
"04","220","01","231",892
"04","220","01","232",2906
"04","220","01","234",1668
"04","220","01","237",215
"04","220","01","332",1140
"04","220","01","432",1943
"04","521","06","001",978
"04","521","06","002",792
"04","521","06","103",410
"04","521","06","203",543
"04","521","07","001",197
"04","521","07","002",248
"04","522","03","003",518
"04","522","03","004",412
"04","522","03","005",183
"04","522","03","101",525
"04","522","03","102",782
"04","522","03","106",1491
"04","522","03","107",1423
"04","522","03","201",791
"04","522","03","202",518
"04","522","03","206",1806
"04","522","03","207",2184
"04","522","03","210",423
"04","522","03","212",278
"04","522","03","306",842
"04","522","03","307",965
"04","522","03","310",447
"04","522","03","407",976
"04","522","03","510",40
"04","621","08","001",136
"04","621","08","002",174
"04","621","08","003",161
"04","621","08","004",165
"04","621","08","005",314
"04","621","08","006",172
"04","721","05","101",537
"04","721","05","201",898
"04","721","05","205",280
"04","721","05","405",616
"04","821","05","102",906
"04","821","05","202",605
"04","822","11","001",207
"04","823","04","205",35
"04","824","07","004",201
"04","824","07","207",62
"04","825","11","002",505
"04","827","02","101",287
"04","827","02","201",128
"04","828","07","003",132
"04","829","07","005",195
"04","830","03","412",104
"04","900","01","036",268
"04","900","01","038",382
"04","900","01","137",215
"04","900","01","139",176
"04","900","01","140",37
"04","900","02","002",99
"04","900","02","003",27
"04","900","02","004",33
"04","900","02","005",93
"04","900","02","006",90
"04","900","02","007",16
"04","900","02","008",61
"04","900","03","009",241
"04","900","03","011",142
"04","900","03","312",161
"04","900","03","410",551
"04","900","04","003",23
"04","900","04","004",52
"04","900","04","006",27
"04","900","04","105",104
"04","900","05","004",153
"04","900","05","006",61
"04","900","05","007",18
"04","900","05","008",2
"04","900","05","009",35
"04","900","05","010",37
"04","900","05","011",102
"04","900","05","012",164
"04","900","05","013",4
"04","900","05","305",87
"04","900","06","004",75
"04","900","06","005",70
"04","900","06","007",19
"04","900","06","008",29
"04","900","06","009",37
"04","900","06","106",78
"04","900","07","006",50
"04","900","07","008",63
"04","900","07","009",97
"04","900","07","107",17
"04","900","08","007",42
"04","900","08","009",55
"04","900","08","010",56
"04","900","08","011",4
"04","900","08","108",35
"04","900","09","002",11
"04","900","09","003",66
"04","900","09","004",9
"04","900","09","005",3
"04","900","09","007",268
"04","900","09","106",253
"04","900","09","108",35
"04","900","10","001",42
"04","900","10","002",131
"04","900","10","003",22
"04","900","10","104",30
"04","900","10","105",17
"04","900","10","106",7
"04","900","11","003",67
"04","900","11","005",143
"04","900","11","104",180
"04","900","12","002",66
"04","900","12","004",122
"04","900","12","101",199
"04","900","12","103",77
"04","923","10","204",4
"04","923","10","205",173
"04","923","10","206",12
"04","924","09","206",84
"04","924","09","208",188
"04","930","12","201",5
"04","930","12","203",67
"04","940","09","001",26
"04","943","03","610",28
"04","948","01","239",131
"04","949","03","108",65
"04","949","03","208",172
"04","949","03","308",134
"04","949","03","408",68
"04","952","04","002",6
"04","956","04","001",13
"04","966","08","208",70
"04","968","06","206",150
"04","981","05","003",9
"04","983","11","204",522
"04","987","01","041",388
"04","988","01","340",20
"04","989","01","240",5
"05","320","01","001",188
"05","320","01","002",552
"05","320","01","003",493
"05","320","01","004",1776
"05","320","01","005",1305
"05","320","01","014",4736
"05","320","01","106",1010
"05","320","01","107",1335
"05","320","01","108",1325
"05","320","01","109",1579
"05","320","01","110",583
"05","320","01","206",744
"05","320","01","207",1511
"05","320","01","208",1593
"05","320","01","209",824
"05","320","01","210",650
"05","320","01","308",639
"05","320","01","309",2332
"05","320","01","310",1038
"05","320","01","313",7
"05","320","01","409",479
"05","320","01","410",1532
"05","321","06","001",696
"05","321","06","002",718
"05","321","06","003",669
"05","321","06","004",551
"05","321","06","005",468
"05","321","06","006",532
"05","321","06","007",726
"05","321","06","008",473
"05","321","06","109",788
"05","321","06","110",1128
"05","321","06","111",2326
"05","321","06","112",2035
"05","321","06","113",1078
"05","321","06","209",893
"05","321","06","210",1039
"05","321","06","211",1291
"05","321","06","212",1600
"05","321","06","213",936
"05","321","06","314",94
"05","323","14","002",1742
"05","323","14","004",1035
"05","323","14","005",886
"05","323","14","101",865
"05","323","14","103",998
"05","323","14","106",540
"05","323","14","107",1199
"05","323","14","108",674
"05","323","14","201",617
"05","323","14","203",1069
"05","323","14","206",484
"05","323","14","207",664
"05","323","14","208",2043
"05","421","10","001",839
"05","421","10","002",815
"05","421","10","003",1073
"05","421","10","104",1245
"05","421","10","105",922
"05","421","10","106",949
"05","421","10","107",452
"05","421","10","112",487
"05","421","10","204",1000
"05","421","10","205",705
"05","421","10","206",946
"05","421","10","207",674
"05","421","10","208",138
"05","421","10","212",385
"05","422","03","001",974
"05","422","03","002",1012
"05","422","03","003",895
"05","422","03","004",903
"05","422","03","005",891
"05","422","03","006",1174
"05","422","03","014",484
"05","422","03","107",461
"05","422","03","108",803
"05","422","03","207",682
"05","422","03","208",796
"05","422","03","209",115
"05","422","03","213",58
"05","422","03","307",616
"05","422","03","309",144
"05","422","03","310",77
"05","423","08","101",871
"05","423","08","102",710
"05","423","08","103",522
"05","423","08","104",574
"05","423","08","105",59
"05","423","08","106",53
"05","423","08","201",754
"05","423","08","202",651
"05","423","08","203",312
"05","423","08","204",812
"05","423","08","205",53
"05","423","08","206",787
"05","423","08","301",721
"05","423","08","302",309
"05","423","08","303",647
"05","423","08","304",703
"05","423","08","306",244
"05","423","08","401",1075
"05","452","12","206",78
"05","521","11","101",519
"05","521","11","102",406
"05","521","11","201",756
"05","521","11","202",389
"05","521","11","301",374
"05","521","11","401",946
"05","522","12","008",845
"05","522","12","101",1253
"05","522","12","102",1315
"05","522","12","103",653
"05","522","12","201",906
"05","522","12","202",718
"05","522","12","203",942
"05","621","04","101",240
"05","621","04","102",345
"05","621","04","201",453
"05","621","04","202",713
"05","621","04","204",71
"05","621","04","301",758
"05","621","04","302",655
"05","622","13","101",475
"05","622","13","102",815
"05","622","13","201",938
"05","622","13","202",883
"05","622","13","204",605
"05","721","07","101",299
"05","721","07","201",102
"05","722","06","215",168
"05","724","04","103",440
"05","724","04","203",163
"05","726","01","016",138
"05","727","01","513",85
"05","798","08","007",192
"05","821","04","205",12
"05","824","05","001",353
"05","826","01","015",525
"05","826","01","213",75
"05","827","01","017",249
"05","829","07","202",60
"05","831","02","101",487
"05","831","02","201",512
"05","900","01","111",202
"05","900","01","112",1142
"05","900","01","113",696
"05","900","02","002",305
"05","900","02","003",179
"05","900","02","004",371
"05","900","03","011",271
"05","900","03","012",177
"05","900","03","109",303
"05","900","03","110",346
"05","900","03","113",297
"05","900","04","006",433
"05","900","04","104",556
"05","900","04","105",144
"05","900","05","002",152
"05","900","05","003",201
"05","900","05","005",81
"05","900","05","104",118
"05","900","06","016",171
"05","900","06","114",242
"05","900","06","115",171
"05","900","06","117",70
"05","900","07","003",472
"05","900","07","102",502
"05","900","08","009",14
"05","900","09","001",70
"05","900","09","002",99
"05","900","10","009",83
"05","900","10","010",437
"05","900","10","011",145
"05","900","10","108",285
"05","900","11","003",237
"05","900","11","104",250
"05","900","12","004",396
"05","900","12","005",267
"05","900","12","007",92
"05","900","12","106",230
"05","900","13","003",116
"05","900","13","005",120
"05","900","13","006",196
"05","900","13","104",188
"05","900","14","009",130
"05","900","14","010",293
"05","900","14","011",221
"05","923","07","006",256
"05","923","11","204",42
"05","924","12","010",73
"05","925","03","015",84
"05","925","03","210",74
"05","927","12","011",19
"05","931","04","015",69
"05","932","04","008",27
"05","938","14","012",73
"05","940","14","013",120
"05","951","04","010",193
"05","955","04","007",61
"05","956","01","211",100
"05","959","04","013",25
"05","960","04","014",107
"05","961","04","012",45
"05","962","04","011",84
"05","964","07","004",60
"05","969","07","005",294
"05","977","01","212",73
"05","979","12","109",51
"05","979","12","209",37
"05","979","12","309",36
"05","979","12","409",65
"05","979","12","509",33
"05","980","04","009",52
"05","987","06","018",96
"05","989","14","014",112
"05","993","06","214",9
"05","994","01","413",136
"05","996","05","204",68
"05","997","07","301",309
"05","998","06","217",222
"05","999","01","613",56
"06","220","01","001",795
"06","220","01","002",866
"06","220","01","003",679
"06","220","01","004",702
"06","220","01","005",750
"06","220","01","006",1026
"06","220","01","007",1065
"06","220","01","008",740
"06","220","01","009",852
"06","220","01","010",826
"06","220","01","011",1132
"06","220","01","012",825
"06","220","01","013",434
"06","220","01","014",809
"06","220","01","015",620
"06","220","01","016",1008
"06","220","01","017",713
"06","220","01","018",662
"06","220","01","019",633
"06","220","01","020",1036
"06","220","01","021",779
"06","220","01","022",998
"06","220","01","023",1258
"06","220","01","024",656
"06","220","01","025",1148
"06","220","01","027",1443
"06","220","01","028",3090
"06","220","01","029",1068
"06","220","01","031",1057
"06","220","01","032",199
"06","220","01","033",385
"06","220","01","126",1999
"06","220","01","130",1009
"06","220","01","226",1101
"06","220","01","230",1899
"06","220","01","234",106
